질문,디렉토리
3742,보건소에서의 간염검사와 성병검사 관련 문...,비뇨기과
3743,지하철민원발급기,"교통, 길찾기"
3744,정릉천 고가교의 긴급점검의 담당기관은 어...,"민원, 행정"
3745,내부순환도로 통제구간,"교통, 길찾기"
3746,내부순환도로 폐쇄,"교통, 길찾기"
3747,정를고가 텐던구성 어케되잇는거?? 그 텐던...,지구과학
3748,선정릉역에서 김푀공황까지 걸리는시간,강남역
3749,북촌한옥마을,상봉동
3750,금천구에서 석게 버스,금천구
3751,가양역에서이대목동병원가는길,묵동
3752,토요일 버스막차 시간,홍대입구
3753,서울 버스 초등학생요금,서울특별시
3754,창동역2번출구에서 상봉 메가박스(귀향)까...,상봉동
3755,남부터미널 건대입구역 택시,서울특별시
3756,구로구청 교복 물려입기,구로구
3757,신림역에서 까치산역까지 택시요금은?,강서구
3758,안녕하세요,고등학교교육
3759,저희가 이번주 금요일날 한자시험을 치러가...,"교육, 학문"
3760,꿈나무 카드로 편의점에서..,"아동, 청소년 복지"
3761,타지역 보건소에서 운전면허 갱신용 적성검...,운전면허시험
3762,안녕하세요.. 저희 어머니가 가족관계증명...,가족관계 증명민원
3763,정릉천고가교의 강선의 파단이 구조물의 안...,정릉동
3764,그 정릉인가 통제한다고 난리ㅏ던덱ㅋㅋ 심...,취미
3765,정릉천고가에 결함된부분이 어디죠?,서울특별시
3766,정릉천고가교,아이폰
3767,정릉천 고가,한국사
3768,주민등록증 발급 하고 대리 수령 문의,주민등록증 발급
3769,임시 청소년증 발급,생활
3770,차량등록증 재발급,교통민원
3771,혼인신고 지역 내공100,기타
3772,혼인신고서 주소란과 전입신고,"민원, 행정"
3773,혼인신고 하는법 좀!,제신고 민원
3774,주민등록상 주소지변경 하는법,제신고 민원
3775,우체국택배에서 여성안심택배함에 물건을...,택배
3776,중랑구 안심택배보관함 관련해서 질문 드립...,중랑구
3777,여성안심택배보관함,택배
3778,건강진단서 할때 피뽑나요?,"의료기관, 의료인"
3779,기숙사용 건강진단서,학교생활
3780,주민등록지와 다른 지역에서 신차구입시 신...,자동차구입
3781,주민등록증 본적지 바꾸는법좀요,제신고 민원
3782,청소년증관련해서,"가족, 개인 민원"
3783,청소년증 발급에 물어 볼게 있어요.,"가족, 개인 민원"
3784,청소년증 질문,청소년관련법
3785,여권에 대해 질문있습니다,해외여행
3786,보건증 발급,"신체검사, 병역판정"
3787,보건증발급,컴퓨터주변기기
3788,주민등록증 진위는 어디서 확인하나요?,부동산
3789,주민등록증 재발급,주민등록증 발급
3790,주민등록증 동사무소 사진촬영 질문,주민등록증 발급
3791,주민등록증 발급신청 확인서,주민등록증 발급
3792,여권만료일,"여권, 비자 민원"
3793,주민등록증 만들어야되는데요 여권사진가져...,주민등록증 발급
3794,전자여권인지,외국법
3795,여권발급장소,"여권, 비자 민원"
3796,여권 옷뭐입어야되나요?,"여권, 비자 민원"
3797,여권 5년미만 질문,"여권, 비자 민원"
3798,미성년자 여권발급,"여권, 비자 민원"
3799,미성년자여권,"여권, 비자 민원"
3800,단수여권 기한,일본
3801,여권 찾을때,"여권, 비자 민원"
3802,여권 렌즈,"여권, 비자 민원"
3803,여권사진 렌즈,"여권, 비자 민원"
3804,여권 만들때 필요한것 알려주세요,"여권, 비자 민원"
3805,여권 재발행.연장 질문,"여권, 비자 민원"
3806,미성년자 동생의 여권 발급을 제가 하려고...,"여권, 비자 민원"
3807,여권 사진,"여권, 비자 민원"
3808,광진구청에다가 민원할때..,생활
3809,광진구청 가는길,"교통, 길찾기"
3810,동작구청 2016년 교복나눔 장터,의류
3811,일요일에 친구들이랑 명동에거서 빅뱅굿즈...,지역&플레이스
3812,서울지하철 질문,안녕동
3813,콘서트 지하철경로,"콘서트, 가요제"
3814,지하철 급행시간,취미
3815,고잔역에서 서울랜드갈려고하는데 지하철을...,여행
3816,지하철운행시간,인체건강상식
3817,서울대입구역에서솬악프르지오방향가는5515...,"대학 입시, 진학"
3818,숭실대입구역에서관악프르지오가는버스5511...,"대학 입시, 진학"
3819,2311버스 청량리 첫차,"시내, 광역 버스"
3820,청소년증 발급,"사진 촬영, 편집"
3821,청소년증발급,주민등록증 발급
3822,청소년증확인서,청소년관련법
3823,청소년증 발급받을때 수능사진 사용해도되...,주민등록증 발급
3824,청소년증 발급,주민등록증 발급
3825,보건소 건강진단서 보건증달라요??,의료보건제도
3826,삼성역->혜화역 내공100,삼성동
3827,서울역에서 충무아트홀 까지,충무로
3828,주말 천호에서 합정역 막차시간,"교통, 길찾기"
3829,회기시장에서 수유 방향으로 가는 막차 버...,"시내, 광역 버스"
3830,무인발급기,가족관계 증명민원
3831,무인민원발급기에 대한 질문,"가족, 개인 민원"
3832,자동차등록증대리인이발급받을경우필요한서...,주민등록증 발급
3833,도로명주소...,기타
3834,도로명 건물번호,"민원, 행정"
3835,제가도로명주소는 알겟는데요 건물번호를...,제신고 민원
3836,도로명주소 질문,"민원, 행정"
3837,"도로명 주소, 지번주소","민원, 행정"
3838,동사무소에서 아이핀 발급이 가능하나요?,"예금, 적금"
3839,광진구청 가는길요!,서울여행
3840,광진구 보건소,제신고 민원
3841,면허증용 의사진단서팔급하는보건소,의료보건제도
3842,반포대교 무지개분수,반포동
3843,문화해설사,송파구
3844,서울청소년버스요금,서울특별시
3845,잠실역에서 올림픽공원역으로 가려고 하는...,잠실동
3846,건강진단서 발급하려면 꼭 본인이가야하나...,의료보건제도
3847,사무용 의자 버리기.,"청소, 수리"
3848,보건증발급,의료보건제도
3849,잠실에서 영등포 구청까지 지하철로 오는것...,취미
3850,보건증질문,의료보건제도
3851,보건증 옛날에 검사한거 기간 안끝났으면...,의료보건제도
3852,보건증 갱신기간지났을때 벌금,의료보건제도
3853,보건증 질문이요,의료보건제도
3854,홍대에서 동대문구 신설동(용두동),용두동
3855,동대문 led 장미정원 우천시에도 점등하나...,동대문구
3856,영등포역에서 삼천동,영등포구
3857,무인발급기,강동구
3858,가산디지털역 급행,가산동
3859,서울 택시 요금 알기,대현동
3860,동인천 에서출발하는 용산급행 첫차 가 몇...,용산구
3861,광진갑에는 무슨동이있나요?,광진구
3862,용산에서 이태원까지,용산구
3863,꿈나무카드자격,서울특별시
3864,서울랜드 정문에서 동문주차장 가는법,서울특별시
3865,종량제 봉투,생활
3866,영등포구청역 근처 무인발급기는 어디에 있...,가족관계 증명민원
3867,동대문가야되는뎅...,서울특별시
3868,청소년증관련문의..,"아동, 청소년 복지"
3869,"꿈나무카드 공덕동, 서계동, 청파동 가맹점...",음식
3870,제가 여권이랑 지갑을 둘다 잃어버려서 일...,"사회, 정치"
3871,고등학교성적증명서 동사무소,고등학교교육
3872,제가 공공아이핀 비밀번호를까먹었는데 비...,"민원, 행정"
3873,동사무소요금,사무지원
3874,2016 마포구 교복물려입기..,마포구
3875,출생시간 동사무소에서도 알수있나요,사무지원
3876,구청에서원초본발급하나요,주민등록증 발급
3877,노량진 동작구청 교복나눔,의류
3878,지금 보건소를 왔는데 보건소 불은 꺼져있...,의료보건제도
3879,관악구 보건소,의료보건제도
3880,용산역-동국대 택시타고,서울특별시
3881,서초등기소 (담보 해제 등) 위치는?,서초동
3882,대방역에서월계역,역삼동
3883,서울시 서초구 반포동과 가까운역,반포동
3884,영등포역에서 노원역 심야,영등포구
3885,길좀 알려주세요ㅠㅠ,서울특별시
3886,염창동이랑 대치동 지하철로 얼마나 걸리나...,서울특별시
3887,명동가는법ㅠㅠ,명동
3888,보건증 인터넷 발급,주민등록증 발급
3889,유효기간 안지난 보건증 재발급,의료보건제도
3890,보건증결제,의료보건제도
3891,보건증 발급기간,의료보건제도
3892,보건증 접수증,의료보건제도
3893,공무원채용신체검사서와 보건증과 같나요??,공무원
3894,서초구 보건소,의료보건제도
3895,보건소 문 열어요?,의료보건제도
3896,보건소 인바디측정,의료보건제도
3897,결핵 검사 어느 보건소나 다 하나요,건강
3898,보건소 x레이 비용,국민기초생활보장
3899,보건소 결핵 비형검사,"신체검사, 병역판정"
3900,금요일 저녁 7시쯤 서울역에서 잠실실내체...,서울특별시
3901,의왕역에서 수서역에서 가는시간,강남역
3902,보라매역에서 보라매청소년수련관,서울특별시
3903,신림동 미림고개 버스 막차,신림동
3904,4108 버스,명동
3905,인천공항까지 택시요금 좀 알려주세요ㅠㅠ...,역촌동
3906,잠실에서 동묘앞,잠실동
3907,청소년증 발급질문,"가족, 개인 민원"
3908,먹골역 근처 주민센터에 공구대여 가능한곳...,묵동
3909,겨울방학 관공서 아르바이트,아르바이트
3910,2016 관공서 공휴일,"사주, 궁합"
3911,강남구청역에서 홍대 가는 법,생활
3912,강서구청독산가는버스,"시내, 광역 버스"
3913,광장동 후공인중개사사무소찿기,광장동
3914,서울 월곡에서 가까운 구 동내,서울특별시
3915,수색역에서 당산역 길찻기,강남역
3916,가양역에서 두정역까지 얼많아 걸리나요?,가양동
3917,등촌역에서 교보문고,서울특별시
3918,새벽에 염창역에서 우장산역까지 택시비 얼...,강남역
3919,서울동부시장가는법,서울특별시
3920,신도림에서 종로구 까지,종로구
3921,교복물려주기행사,학교생활
3922,안녕하세요 금일 507번 버스 운행시간이 어...,구로구
3923,아메리칸어패럴 홍대점 오늘영업하나요,의류
3924,가족증명서,가족관계 증명민원
3925,종로문화체육센터 자유수영,암센터
3926,중랑구 교복 물려주기 장터,의류
3927,주민등록증 재발급,제신고 민원
3928,주민등록증 재발급에 대해 질문입니다,주민등록증 발급
3929,주민등록증은 어디서 재발큽하나요?,주민등록증 발급
3930,2016년 서울 구로구 교복물려주기 행사,구로구
3931,백서에서충무로막차시간요,"시내, 광역 버스"
3932,의정부에서 서울행 막차,"교통, 길찾기"
3933,2호선사당에서 동서울막차,"교통, 길찾기"
3934,지하찰 막차,"교통, 길찾기"
3935,건강진단서 기숙사 제출서류,의료보건제도
3936,건강진단서,의료보건제도
3937,건강진단서는 어디서 때야하나요?,의료보건제도
3938,보건증 학생증,의료보건제도
3939,보건소에서도 동물중성화 합니까?,반려동물
3940,북가좌2동 선일여고 가는법,"시내, 광역 버스"
3941,성북구청 주차문의,삼선동
3942,지방세 과세증명서와 납부증명서,"세금, 세무"
3943,보건소 B형 간염검사가격 얼마인지 알려주...,건강
3944,서울 승용차 요일제 공휴일 운행,서울특별시
3945,용산역에서 ktx타고 금요일 오전출발해서...,서울특별시
